category,jour,qty,val
Farine,01/12/2022,1501,4981930.25
Farine,01/12/2024,1609,5635958
Farine,01/12/2025,1579,5534842
Farine,02/01/2021,2636,7317372
Farine,02/01/2022,3842,11293902.010000002
Farine,02/01/2023,892,2301002.75
Farine,02/01/2024,2639,9256155
Farine,02/01/2025,1364,4386128
Farine,02/02/2021,1447,3645334
Farine,02/02/2022,2396,7217712.470000001
Farine,02/02/2023,1390,4793239.25
Farine,02/02/2025,1670,5627448
Farine,02/02/2026,1634,5375196
Farine,02/03/2021,1680.1,5088097
Farine,02/03/2022,1855,5412485.450000001
Farine,02/03/2023,1514,5321137.75
Farine,02/03/2024,1546,4848382
Farine,02/03/2025,1407,5336544
Farine,02/03/2026,1305,4675042
Farine,02/04/2022,2176,7468854.62
Farine,02/04/2023,1424,6179099.5
Farine,02/04/2024,1392,5327329
Farine,02/04/2026,2039.45,7021706.9
Farine,02/05/2021,1938.8,5696333.6
Farine,02/05/2023,1720,6647152
Farine,02/05/2024,1026,3108642
Farine,02/05/2026,1869,6354512
Farine,02/06/2021,1892,4781018
Farine,02/06/2022,1509.25,4989035.24
Farine,02/06/2024,1065,3214740
Farine,02/06/2025,1538,5181921
Farine,02/06/2026,2085,7337382
Farine,02/07/2022,811,2855206.07
Farine,02/07/2023,1150,4124393.75
Farine,02/07/2024,2190,6655972
Farine,02/07/2025,1758,6263219
Farine,02/07/2026,1377,4815184
Farine,02/08/2021,1448,3368396
Farine,02/08/2022,1864.98,5129713.89
Farine,02/08/2023,1885,5641140.5
Farine,02/08/2025,1469,4955097
Farine,02/08/2026,1559,5163316
Farine,02/09/2021,1683,4074959
Farine,02/09/2023,1602,4843824.75
Farine,02/09/2024,1223,4246136
Farine,02/09/2025,1824,6542965
Farine,02/09/2026,1142,3359909
Farine,02/10/2021,1905,5253900
Farine,02/10/2022,1575,5490813.75
Farine,02/10/2023,1629,4975045.25
Farine,02/10/2024,1337,4653924
Farine,02/10/2025,1740,6039299
Farine,02/11/2021,1581,5001560.670000002
Farine,02/11/2022,1333,3850481
Farine,02/11/2023,1328,4368847.75
Farine,02/11/2024,1894,6068248
Farine,02/11/2025,1539,5207620
Farine,02/12/2021,2009,5593030.870000002
Farine,02/12/2023,1392,4461297
Farine,02/12/2024,1583,5373857
Farine,02/12/2025,1559.5,5580094
Farine,03/01/2021,2565,6864825
Farine,03/01/2022,2562,7340714.79
Farine,03/01/2023,1623,5626000.5
Farine,03/01/2024,1204,4002972.5
Farine,03/01/2026,1446,5037722
Farine,03/02/2021,1603,4113676
Farine,03/02/2022,2421,7844385.57
Farine,03/02/2024,1694,5668358
Farine,03/02/2025,1464,5130076
Farine,03/02/2026,1449,4998946
Farine,03/03/2021,1239,3964023
Farine,03/03/2022,2030,6050572
Farine,03/03/2024,1580,5362480
Farine,03/03/2025,1802,6197524
Farine,03/03/2026,1262,4804273
Farine,03/04/2021,2358,7582306
Farine,03/04/2022,1830,6111579.66
Farine,03/04/2023,1453,6158323.25
Farine,03/04/2024,1456,5577022
Farine,03/04/2025,1983,7228786
Farine,03/05/2021,1546,4186187
Farine,03/05/2023,1752,6706952
Farine,03/05/2025,1754,5336478
Farine,03/05/2026,1828,6199944
Farine,03/06/2021,1548,4654899
Farine,03/06/2023,1328,4698910
Farine,03/06/2024,1165,3412640
Farine,03/06/2025,1487.33,4839425.6899999995
Farine,03/06/2026,1994,6807271
Farine,03/07/2021,1098,3377946
Farine,03/07/2022,1425,4223544
Farine,03/07/2023,1353,4242462
Farine,03/07/2024,1216,4324334
Farine,03/07/2025,2003,7134040
Farine,03/08/2021,1564,3685023
Farine,03/08/2022,1059,3982511.25
Farine,03/08/2023,1536,4755133.25
Farine,03/08/2024,1954,6578338
Farine,03/08/2025,1635,5514425
Farine,03/08/2026,1498,5144569
Farine,03/09/2022,1485,4664781.75
Farine,03/09/2023,1249,3958427.5
Farine,03/09/2024,1284,4473768
Farine,03/09/2025,2149,6952704
Farine,03/09/2026,1199,3439406
Farine,03/10/2021,1840,5070365
Farine,03/10/2022,2096,7632130
Farine,03/10/2023,1548,4881260.75
Farine,03/10/2024,1412,4922994
Farine,03/11/2021,1918,6591308.810000002
Farine,03/11/2022,1304,3498088.5
Farine,03/11/2024,1540,4643170
Farine,03/11/2025,1457,5069801
Farine,03/12/2022,1708,5779447.25
Farine,03/12/2023,1194,3955082.25
Farine,03/12/2024,1636,5737552
Farine,03/12/2025,1558,5674035
Farine,04/01/2021,1782,4669709
Farine,04/01/2022,1985,6121164.820000002
Farine,04/01/2023,1701,5647713.75
Farine,04/01/2024,1555,4760476.5
Farine,04/01/2025,1373,4569856
Farine,04/01/2026,1599,5276848
Farine,04/02/2021,1632,4460726
Farine,04/02/2023,1493,5070110.5
Farine,04/02/2024,1502,5134184
Farine,04/02/2025,1563,5429881
Farine,04/02/2026,1584,5383091
Farine,04/03/2021,1417.31,4846409.4
Farine,04/03/2024,1392,4528944
Farine,04/03/2025,1156,4652124
Farine,04/03/2026,1119,4388439
Farine,04/04/2021,2908,8015336
Farine,04/04/2022,1596,5634066.87
Farine,04/04/2023,1164,5311096.5
Farine,04/04/2024,1688.9,6139411.8
Farine,04/04/2026,1713,5715034
Farine,04/05/2021,1410.1,3652265.1999999997
Farine,04/05/2022,1183,3768002.7199999997
Farine,04/05/2023,1530,5737050.75
Farine,04/05/2024,1178,3511796
Farine,04/05/2025,1524,4901331
Farine,04/05/2026,2134.5,6931950
Farine,04/06/2022,1572,4931181.51
Farine,04/06/2023,1078,3744921.75
Farine,04/06/2024,1116,3313262
Farine,04/06/2025,1412.8899999999999,4471950.97
Farine,04/06/2026,2149,7175336
Farine,04/07/2021,1363,3502191
Farine,04/07/2022,1336,4155184.9700000007
Farine,04/07/2023,1466,4896636.25
Farine,04/07/2024,1228,4048706
Farine,04/07/2026,1758,6010547
Farine,04/08/2021,1508,3835224
Farine,04/08/2022,1734,5342781.75
Farine,04/08/2024,1541,6013202
Farine,04/08/2025,1432,4794857
Farine,04/08/2026,1832,5694822
Farine,04/09/2021,1488,3795446
Farine,04/09/2022,1322.5,4104559.75
Farine,04/09/2023,1620,5133447.5
Farine,04/09/2024,1158,4160416
Farine,04/09/2025,2129,7040550
Farine,04/10/2021,1850,5090065
Farine,04/10/2022,1591,5013219.5
Farine,04/10/2023,1421,4484220.75
Farine,04/10/2025,2063,7165447
Farine,04/11/2021,2193,6633233.010000001
Farine,04/11/2023,1755,5905095.5
Farine,04/11/2024,2145,6810610
Farine,04/11/2025,2443,6979187
Farine,04/12/2021,1634,5185431.28
Farine,04/12/2022,1457,4813758.25
Farine,04/12/2023,1500,4570116.75
Farine,04/12/2024,1692.27,6138252.11
Farine,04/12/2025,1774,6208650
Farine,05/01/2021,1266,3886719
Farine,05/01/2022,1879,5953195.460000002
Farine,05/01/2023,1706,6027370
Farine,05/01/2025,1583.04,4827798.899999999
Farine,05/01/2026,1412,4928664
Farine,05/02/2022,2322,6662261.640000001
Farine,05/02/2023,1374,4805701.5
Farine,05/02/2024,1500,5216600
Farine,05/02/2025,1292,4601146
Farine,05/02/2026,1761.05,5965166.1
Farine,05/03/2022,1653,5288040.21
Farine,05/03/2024,1438,4741136
Farine,05/03/2025,1039.77,4274254.26
Farine,05/03/2026,955,3848868
Farine,05/04/2021,2552.9,7466138
Farine,05/04/2022,1815,5481266.100000001
Farine,05/04/2023,1337,5645989
Farine,05/04/2025,1902,7319902
Farine,05/04/2026,1452,4910896
Farine,05/05/2021,2222.7,5173102.9
Farine,05/05/2024,1196.51,3537590.1799999997
Farine,05/05/2025,1764,5119232
Farine,05/05/2026,1929,6517032
Farine,05/06/2021,1940,6093664
Farine,05/06/2022,1243,3519155.06
Farine,05/06/2023,1393,4349268.5
Farine,05/06/2024,1217,3619394
Farine,05/06/2025,1195,3504330
Farine,05/07/2021,844,1815272
Farine,05/07/2022,310,610700
Farine,05/07/2023,1472,5026572.25
Farine,05/07/2025,1824,6020095
Farine,05/07/2026,1387,4834884
Farine,05/08/2021,1900,5211463
Farine,05/08/2023,1966,5880051
Farine,05/08/2024,1845,6448485
Farine,05/08/2025,1528,5213255
Farine,05/08/2026,1717,5772336
Farine,05/09/2021,2574,6614773
Farine,05/09/2022,1510,4605838.5
Farine,05/09/2023,1334,4036895.5
Farine,05/09/2024,1228,3997536
Farine,05/09/2026,1256,3504542
Farine,05/10/2021,1975,5307365
Farine,05/10/2022,1480,4824528.5
Farine,05/10/2023,1611,4885127.25
Farine,05/10/2024,1515,5062720
Farine,05/10/2025,1965,6365514
Farine,05/11/2022,1758,5525891.25
Farine,05/11/2023,1278,4270547.75
Farine,05/11/2024,2318,7921686
Farine,05/11/2025,1417,4989091
Farine,05/12/2021,2101,6175600.82
Farine,05/12/2022,1652,5335300
Farine,05/12/2023,1683,5030610.75
Farine,05/12/2024,1381,4810902
Farine,06/01/2021,1182.5,2918510
Farine,06/01/2022,2341,7096388.870000001
Farine,06/01/2024,1518,4665534.75
Farine,06/01/2025,1367,4410044
Farine,06/01/2026,1506,4963652
Farine,06/02/2021,3173,8551001
Farine,06/02/2022,2049,6129010.529999999
Farine,06/02/2023,1404,4700903.25
Farine,06/02/2024,1254,4112088
Farine,06/02/2025,1479,4924210
Farine,06/03/2021,2318,7279396
Farine,06/03/2022,1530.2599999999998,4706702.4424
Farine,06/03/2024,1246,4257982
Farine,06/03/2025,1267,4709805
Farine,06/04/2021,2754.86,7760399.2
Farine,06/04/2022,2077.35,6294328.771999999
Farine,06/04/2023,1362,5846577.75
Farine,06/04/2024,1667,5898876
Farine,06/04/2025,1612,6663942
Farine,06/04/2026,1601,5074759
Farine,06/05/2021,1197.9,3638051.3
Farine,06/05/2023,1855,7231901.75
Farine,06/05/2024,2595,6391440
Farine,06/05/2025,1667.75,4868954
Farine,06/05/2026,1720,5697704
Farine,06/06/2021,3258.3,8171448.1
Farine,06/06/2022,1369,4047929.9300000006
Farine,06/06/2023,1261,4313984.75
Farine,06/06/2024,1100,3298700
Farine,06/06/2026,1981,6519980
Farine,06/07/2021,933,2161496
Farine,06/07/2022,1641,4515208.17
Farine,06/07/2023,1303,4607650.25
Farine,06/07/2024,1336,4213292
Farine,06/07/2025,1448,4802716
Farine,06/07/2026,2008,6469106
Farine,06/08/2022,1870,5499751.25
Farine,06/08/2023,1421,4588512.5
Farine,06/08/2024,1787.5,6355870
Farine,06/08/2025,1565,5444506
Farine,06/08/2026,1618,5476890
Farine,06/09/2021,2387,6055409
Farine,06/09/2022,1439,4665852.25
Farine,06/09/2023,1376,4524765.75
Farine,06/09/2025,1734,6209502
Farine,06/09/2026,1050.45,3132861.9
Farine,06/10/2021,2169,6083613
Farine,06/10/2022,1596,5150017.5
Farine,06/10/2024,1192,4351964
Farine,06/10/2025,2325,7997376
Farine,06/11/2021,1590,5052019.350000001
Farine,06/11/2022,1343,3870706
Farine,06/11/2023,1714,5412182
Farine,06/11/2024,1926,6474012
Farine,06/11/2025,2633,7448017
Farine,06/12/2021,2014,5841110.540000001
Farine,06/12/2022,1380,4689519.75
Farine,06/12/2023,1544,4765079
Farine,06/12/2025,1857,6453718
Farine,07/01/2021,1765.5,4718721.9
Farine,07/01/2023,1695,6171570.75
Farine,07/01/2024,1430,4452916.75
Farine,07/01/2025,1258,4118710
Farine,07/01/2026,1555,5596833
Farine,07/02/2021,1943,5213818
Farine,07/02/2022,1878,6525848.160000001
Farine,07/02/2023,1407,4752768
Farine,07/02/2024,1254,4141208
Farine,07/02/2026,1585,5331126
Farine,07/03/2021,2068,6399136
Farine,07/03/2022,1917.7,5365292
Farine,07/03/2023,1661,6192359.5
Farine,07/03/2024,1463,4804496
Farine,07/03/2026,1199,4646358
Farine,07/04/2021,1985.01,6341202.2
Farine,07/04/2022,1952.35,6884092.772
Farine,07/04/2024,1535,5700072
Farine,07/04/2025,2320,8049205
Farine,07/04/2026,1271,4457556
Farine,07/05/2022,2712,7953893.940000002
Farine,07/05/2023,1765,6113018.75
Farine,07/05/2024,1051.5,3207203.5
Farine,07/05/2025,1680,4574781
Farine,07/05/2026,1925,6244150
Farine,07/06/2021,2255,5915313
Farine,07/06/2022,1295,3775518.67
Farine,07/06/2023,1118,3957413.5
Farine,07/06/2026,2105,7288404
Farine,07/07/2021,1070,2519750
Farine,07/07/2022,1940,5503822.9
Farine,07/07/2024,1175,3403220
Farine,07/07/2025,1621,5307957
Farine,07/07/2026,1708,6043796
Farine,07/08/2021,1642,4060347
Farine,07/08/2022,1739,5385520
Farine,07/08/2023,1308,4415733
Farine,07/08/2024,1876,6505100
Farine,07/08/2025,1435,4566037
Farine,07/09/2021,2447,6455558
Farine,07/09/2022,1455,4930233
Farine,07/09/2023,1451.5,4549427.25
Farine,07/09/2024,1203,3905056
Farine,07/09/2025,1713,6117854
Farine,07/10/2021,2170,5993735
Farine,07/10/2023,1665,5048389.5
Farine,07/10/2024,1535.27,4967726.9399999995
Farine,07/10/2025,1869.5,6573454
Farine,07/11/2021,2089,6039771.53
Farine,07/11/2022,1643,4817509
Farine,07/11/2023,1542,5112600
Farine,07/11/2024,1883,6356096
Farine,07/12/2021,1772,5869944.610000001
Farine,07/12/2022,1622,5635447.25
Farine,07/12/2023,1343,4143783.25
Farine,07/12/2024,1837,6871664
Farine,07/12/2025,2080,7061842
Farine,08/01/2022,1933,5440166.5600000005
Farine,08/01/2023,1449,5047333.5
Farine,08/01/2024,1756,6426376.25
Farine,08/01/2025,1235,4044518
Farine,08/01/2026,1550,5424538
Farine,08/02/2021,1505,4343535
Farine,08/02/2022,1812,5953870.680000001
Farine,08/02/2023,1514,5081501.5
Farine,08/02/2024,1379,4373348
Farine,08/02/2025,1671,5594086
Farine,08/02/2026,1294,4486372
Farine,08/03/2021,2311.99,6639238.8
Farine,08/03/2022,2109.05,5975128.15
Farine,08/03/2023,2081,7483447.75
Farine,08/03/2025,959,4016799
Farine,08/03/2026,1404,4945781
Farine,08/04/2021,1807.2,5276729
Farine,08/04/2023,1501,6176949.5
Farine,08/04/2024,1606,5824707
Farine,08/04/2025,2302.51,8244827.43
Farine,08/04/2026,1444,4632637
Farine,08/05/2021,1926,6280072
Farine,08/05/2022,1714,5243397.63
Farine,08/05/2023,1918,6919471.75
Farine,08/05/2024,1177,3377244
Farine,08/05/2025,1543.5,5196611
Farine,08/06/2021,2825,8880540
Farine,08/06/2022,1360,4000870.0999999996
Farine,08/06/2023,2937,7620830.75
Farine,08/06/2024,1180,3455400
Farine,08/06/2026,2158,6686620
Farine,08/07/2021,1110,2493150
Farine,08/07/2023,1762,6516242.25
Farine,08/07/2024,1034,3184738
Farine,08/07/2025,1805,6318681
Farine,08/07/2026,1755,6329936
Farine,08/08/2021,2696,6954992
Farine,08/08/2022,1645,5160029.75
Farine,08/08/2023,1725,5225655.25
Farine,08/08/2024,1753,6250417
Farine,08/08/2026,1629,5689866
Farine,08/09/2021,2040,5493609
Farine,08/09/2022,1490,5013186.25
Farine,08/09/2024,1011,3448252
Farine,08/09/2025,1860,6586355
Farine,08/10/2022,1485,4848381.75
Farine,08/10/2023,1553,4850401
Farine,08/10/2024,1340,4788520
Farine,08/10/2025,1782,6297950
Farine,08/11/2021,2630,7072812.8500000015
Farine,08/11/2022,1406,4643047.75
Farine,08/11/2023,1416,5072260.5
Farine,08/11/2025,1497,5132014
Farine,08/12/2021,1825,6034417.4
Farine,08/12/2022,1796,6151289.5
Farine,08/12/2024,3640,10184490
Farine,08/12/2025,1774,6061490
Farine,09/01/2021,2557,7011169
Farine,09/01/2022,2570,8197322.950000002
Farine,09/01/2023,1598.5,5892929.075
Farine,09/01/2024,1712.45,6355596.2
Farine,09/01/2025,1511,4697305
Farine,09/02/2021,1897.42,5670837.4
Farine,09/02/2022,2209,6920966.51
Farine,09/02/2023,1310,4635639.25
Farine,09/02/2025,1208.98,4429311.6
Farine,09/02/2026,1524,5024948
Farine,09/03/2021,2356.51,6767698.2
Farine,09/03/2022,2218.7,6154066.900000001
Farine,09/03/2023,1618.5,6308624.25
Farine,09/03/2024,1431,4635942
Farine,09/03/2025,1137.5,4012210
Farine,09/03/2026,1274,4764962
Farine,09/04/2022,1667,5601175.6899999995
Farine,09/04/2023,1251,5550001.5
Farine,09/04/2024,1282,4973899
Farine,09/04/2025,2286,8200736
Farine,09/04/2026,1808,6060919
Farine,09/05/2021,1990.25,5328733
Farine,09/05/2022,2841,9306632.520000001
Farine,09/05/2023,1452,5271355.75
Farine,09/05/2024,1129,3357778
Farine,09/05/2026,1926,6506114
Farine,09/06/2021,1959,5435683
Farine,09/06/2022,1286,3892377.67
Farine,09/06/2024,1191,3449102
Farine,09/06/2025,1300.45,3749875.9
Farine,09/06/2026,1916,6451852
Farine,09/07/2023,1691,5468768.25
Farine,09/07/2024,1345,3766340
Farine,09/07/2025,3346,9525173
Farine,09/07/2026,1856,6691008
Farine,09/08/2021,2502,5532669
Farine,09/08/2022,1739,5302498
Farine,09/08/2023,1816,5402546.25
Farine,09/08/2025,1711,5700325
Farine,09/08/2026,1622,5681605
Farine,09/09/2021,1983,5558182
Farine,09/09/2023,1488,4774067.25
Farine,09/09/2024,1357,4389444
Farine,09/09/2025,1923,6406807
Farine,09/10/2021,1530,4461294
Farine,09/10/2022,1827,6231226.5
Farine,09/10/2023,2486,6674667.5
Farine,09/10/2024,1309,4287518
Farine,09/10/2025,1653,5749966
Farine,09/11/2021,1690,5249019.35
Farine,09/11/2022,1887,5883347.5
Farine,09/11/2023,1305,4307487.75
Farine,09/11/2024,2083,7345886
Farine,09/11/2025,1585,5169358
Farine,09/12/2021,2160,6681104.940000001
Farine,09/12/2023,1416,4552559.25
Farine,09/12/2024,3716,10558012
Farine,09/12/2025,1899,6670192
Farine,10/01/2021,2007,5369949
Farine,10/01/2022,1854,6338209.080000001
Farine,10/01/2023,1375,5213374.25
Farine,10/01/2024,1411.75,4429978.25
Farine,10/01/2026,1660,5833508
Farine,10/02/2021,1856,5389457
Farine,10/02/2022,2071,5948973.17
Farine,10/02/2024,1405,4407610
Farine,10/02/2025,1617.51,5307498.220000001
Farine,10/02/2026,1350.9,4851136.45
Farine,10/03/2021,2034.12,6170407.6
Farine,10/03/2022,1828.65,5893830.91
Farine,10/03/2024,1325.5,4346606
Farine,10/03/2025,1037,4034443
Farine,10/03/2026,1672,6101284
Farine,10/04/2021,1799,5554839
Farine,10/04/2022,1755,6344926.500000001
Farine,10/04/2023,1299,5427151.5
Farine,10/04/2025,2161,7886020
Farine,10/05/2021,1669.9,4890700.3
Farine,10/05/2022,1981.5,6402814.65
Farine,10/05/2023,1640,5548275.5
Farine,10/05/2025,1724,5116623
Farine,10/05/2026,1885,6240172
Farine,10/06/2021,2516,6684775
Farine,10/06/2023,1507,4917620.75
Farine,10/06/2024,1081,3231102
Farine,10/06/2025,1800,6459405
Farine,10/06/2026,1522,5686009
Farine,10/07/2021,1895,4708402
Farine,10/07/2023,1782,5383482.25
Farine,10/07/2024,1090,3278100
Farine,10/07/2025,1719,5931208
Farine,10/08/2021,1818,4359194
Farine,10/08/2022,2275,6636193.25
Farine,10/08/2023,1841,5615897.75
Farine,10/08/2024,1767,6411944
Farine,10/08/2025,1440,5010893
Farine,10/08/2026,1642,5870212
Farine,10/09/2022,1490,4872235
Farine,10/09/2023,1756,5117854.5
Farine,10/09/2024,1309.5,4156343
Farine,10/09/2025,1626,5735510
Farine,10/10/2021,1821,5077497
Farine,10/10/2022,1505,5049317.5
Farine,10/10/2023,1409,4575151.75
Farine,10/10/2024,1444,5202628
Farine,10/11/2021,1864,5855747.180000002
Farine,10/11/2022,1705,5571679.4
Farine,10/11/2024,1713,6068616
Farine,10/11/2025,1554,5388910
Farine,10/12/2022,1477,4998553.25
Farine,10/12/2023,1374,4366479
Farine,10/12/2024,1560,5632110
Farine,10/12/2025,1972,6768805
Farine,11/01/2021,2242,5369144
Farine,11/01/2022,1488.9,4552552.093
Farine,11/01/2023,1595,5646774.25
Farine,11/01/2024,1293,4264294.5
Farine,11/01/2025,1657,5635930
Farine,11/01/2026,1542,5533244
Farine,11/02/2021,1890,5315665
Farine,11/02/2023,1498,4874052.5
Farine,11/02/2024,1280,4119630
Farine,11/02/2025,1405.8,4827413.6
Farine,11/02/2026,1381,4623985
Farine,11/03/2021,1942.73,5756922.6
Farine,11/03/2023,1890,6837366.75
Farine,11/03/2024,1229.17,4332525.41
Farine,11/03/2025,1294.5,4742727
Farine,11/03/2026,1660.45,6037712.35
Farine,11/04/2021,3401.5299999999997,8797158.41
Farine,11/04/2022,2381,8280098.870000001
Farine,11/04/2023,1430,5963029.25
Farine,11/04/2026,1513,5353123
Farine,11/05/2021,1801,5379094
Farine,11/05/2022,1709,5478937.180000001
Farine,11/05/2023,1516,5691195
Farine,11/05/2024,1160,3444220
Farine,11/05/2025,1700,5556039
Farine,11/05/2026,1716,5638156
Farine,11/06/2022,1438,4300608.11
Farine,11/06/2023,1031,3369390
Farine,11/06/2024,1263,3967716
Farine,11/06/2025,1334.6399999999999,4275690.07
Farine,11/06/2026,1924,6300260
Farine,11/07/2021,1729,3838572
Farine,11/07/2022,2104,5550282.030000001
Farine,11/07/2023,1505,5133430.5
Farine,11/07/2024,1286,3921622
Farine,11/07/2026,1620,5678323
Farine,11/08/2021,1705,4299891
Farine,11/08/2022,1552,4824739.25
Farine,11/08/2024,1720,6228850
Farine,11/08/2025,1529,4991791
Farine,11/08/2026,1556,5306576
Farine,11/09/2021,1938,5651791
Farine,11/09/2022,1455,4789281.75
Farine,11/09/2023,1747,5183071.5
Farine,11/09/2024,1169,3974008
Farine,11/09/2025,1877,6270906
Farine,11/10/2021,2600,7742698.300000003
Farine,11/10/2022,1416,4682472.75
Farine,11/10/2023,1680,5054736.25
Farine,11/10/2025,1591,5740288
Farine,11/11/2021,1895,5836336.110000001
Farine,11/11/2023,1624,5434093.25
Farine,11/11/2024,1875.81,6429432.23
Farine,11/11/2025,1359.63,4569156.34
Farine,11/12/2021,1652,5270845.390000001
Farine,11/12/2022,1612,5384526
Farine,11/12/2023,1308,4251834.75
Farine,11/12/2024,1499,5486568
Farine,11/12/2025,1772,6289036
Farine,12/01/2021,2190,5557155
Farine,12/01/2022,1509,4907290.530000001
Farine,12/01/2023,1667,5756662.75
Farine,12/01/2025,1345.28,5030937.16
Farine,12/01/2026,1957,6642054
Farine,12/02/2022,1790,5784306.150000001
Farine,12/02/2023,1540,5472548.75
Farine,12/02/2024,1351,4228732
Farine,12/02/2025,1571,5278025
Farine,12/02/2026,1750.96,6140383.12
Farine,12/03/2022,1638,5361676.859999999
Farine,12/03/2023,1813,7227467
Farine,12/03/2024,1365,4851880
Farine,12/03/2025,1051,3991650
Farine,12/03/2026,1812,6435814
Farine,12/04/2021,2374.51,6707029.1
Farine,12/04/2022,2041,5889323.99
Farine,12/04/2023,1432.5,6292219.75
Farine,12/04/2025,2314,8879690
Farine,12/04/2026,1727,6095595
Farine,12/05/2021,1200,3485357
Farine,12/05/2022,2222,7672501.840000001
Farine,12/05/2024,1105,3294140
Farine,12/05/2025,1665,5597924
Farine,12/05/2026,1867,6543122
Farine,12/06/2021,1008,2955086
Farine,12/06/2022,1379,3996002.7800000003
Farine,12/06/2023,1277.7,4263067.95
Farine,12/06/2024,1325,4358520
Farine,12/06/2025,1779,6366837
Farine,12/07/2021,2271,5620777
Farine,12/07/2022,2263,6681990.5600000005
Farine,12/07/2023,949,2211774
Farine,12/07/2025,2014,6898839
Farine,12/07/2026,1598,5511873
Farine,12/08/2021,1664.24,4046950.6
Farine,12/08/2023,1739,5317917.5
Farine,12/08/2024,1741,6240052
Farine,12/08/2025,1887,5940547
Farine,12/08/2026,1607.5,5549656
Farine,12/09/2021,2164,5915638
Farine,12/09/2022,1446,4741572.75
Farine,12/09/2023,1688,5143347.75
Farine,12/09/2024,1243,4206146
Farine,12/10/2021,2295,7099838.550000001
Farine,12/10/2022,1601,5338687.75
Farine,12/10/2023,1363,4254889.75
Farine,12/10/2024,1387,4886954
Farine,12/10/2025,1780,6407999
Farine,12/11/2022,2058,6800490.75
Farine,12/11/2023,1318,4351413.5
Farine,12/11/2024,1978,6811646
Farine,12/11/2025,1406,4556923
Farine,12/12/2021,2233,6771882.109999999
Farine,12/12/2022,5616,13891877.25
Farine,12/12/2023,1261.5,4137252.375
Farine,12/12/2024,1600,5545960
Farine,13/01/2021,2475,6653255
Farine,13/01/2022,1450,4306012.55
Farine,13/01/2024,1501,4938792
Farine,13/01/2025,1700,5767794
Farine,13/01/2026,1776,6168532
Farine,13/02/2021,3039,8547903
Farine,13/02/2022,2096.75,5952618.31
Farine,13/02/2023,1519,5077348.25
Farine,13/02/2024,1232,4185524
Farine,13/02/2025,1607,5276514
Farine,13/03/2021,2676,8170112
Farine,13/03/2022,1582.97,4980250.029999999
Farine,13/03/2023,1911,7204560.75
Farine,13/03/2024,981,3641832
Farine,13/03/2025,997,4199872
Farine,13/04/2021,1695.5,4762448
Farine,13/04/2022,2108,6973268.310000001
Farine,13/04/2023,2209.35,7713446.7
Farine,13/04/2024,1512,5620169
Farine,13/04/2025,2117,7797938
Farine,13/04/2026,1668,5950097
Farine,13/05/2023,1489,5625187.5
Farine,13/05/2024,1183,3672486
Farine,13/05/2025,1662,5185452
Farine,13/05/2026,2089,6933693
Farine,13/06/2021,2621,7318091
Farine,13/06/2022,1987,6583165.040000001
Farine,13/06/2023,1311,4548376.5
Farine,13/06/2024,1496,5160072
Farine,13/06/2026,1446,4981310
Farine,13/07/2021,1778.17,4229951.49
Farine,13/07/2022,2596,7818511.220000002
Farine,13/07/2023,1346,4208141.5
Farine,13/07/2024,1586,5172422
Farine,13/07/2025,1642.95,5768561.6
Farine,13/07/2026,1674,5388289
Farine,13/08/2022,1551,4845014.25
Farine,13/08/2023,1574,4665274.25
Farine,13/08/2024,1730,6248550
Farine,13/08/2025,1498,5157353
Farine,13/08/2026,1601,5473967
Farine,13/09/2021,2238.45,6200020.65
Farine,13/09/2022,1481,4824526
Farine,13/09/2023,1805,5581847.5
Farine,13/09/2025,1918,6741434
Farine,13/10/2021,1598.4,5219538.250000001
Farine,13/10/2022,1810,6383198.75
Farine,13/10/2024,1270,4565960
Farine,13/10/2025,1602,5465742
Farine,13/11/2021,1627,5251101.89
Farine,13/11/2022,1452,5023066.5
Farine,13/11/2023,1540,4925741
Farine,13/11/2024,1864,6736958
Farine,13/11/2025,1534,4994628
Farine,13/12/2021,2688.04,8567283.800000003
Farine,13/12/2022,1532.5,5210181
Farine,13/12/2023,2044,5834688.75
Farine,13/12/2025,1883.18,6877342.49
Farine,14/01/2021,1785,5161320
Farine,14/01/2023,1416,5428063.5
Farine,14/01/2024,1335,4627830
Farine,14/01/2025,1952.5,6435833
Farine,14/01/2026,1557,5826577
Farine,14/02/2021,2017,5847049
Farine,14/02/2022,3003.7799999999997,8236365.37
Farine,14/02/2023,1514,5007930.25
Farine,14/02/2024,1192,3886234
Farine,14/02/2026,1678,5669156
Farine,14/03/2021,2062,6254144
Farine,14/03/2022,1608.8,4969176.100000001
Farine,14/03/2023,1777,6788713.25
Farine,14/03/2024,1221,4777902
Farine,14/03/2026,1967,6856040
Farine,14/04/2021,1744.57,4942455.8
Farine,14/04/2022,2205,7774485.450000001
Farine,14/04/2024,1510,5707939
Farine,14/04/2025,2425,8008381
Farine,14/04/2026,1545.93,5613812.24
Farine,14/05/2022,1416,4940180.07
Farine,14/05/2023,1621,5321668.25
Farine,14/05/2024,1228,3747926
Farine,14/05/2025,1501,4576568
Farine,14/05/2026,1889,6473093
Farine,14/06/2021,2432.36,7020974.92
Farine,14/06/2022,1274,3603509.38
Farine,14/06/2023,1557,4894522.5
Farine,14/06/2025,1379,4364425
Farine,14/06/2026,1746,6573467
Farine,14/07/2021,1874,4445658
Farine,14/07/2022,2050,6889802.3
